filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-16,1985,1985 Cabrillo Music Festival: Concert 1,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0259.wav,row: 825,,,,ms0064_rec_0259,ms0064_rec_0259.wav,,,,Part 1: Excerpts from “The Magic Art: An Instrumental Masque Drawn from Works by Henry Purcell” (1977-78),,,,http://id.loc.gov/authorities/names/n81014048,,,,,,,,,,,,,,,
ms0064_rec_0260.wav,row: 825,,,,ms0064_rec_0260,ms0064_rec_0260.wav,,,,"Part 2: Concerto for Violin and Orchestra (1949, rev.1956, 1959)",,"Performer: Maryvonne Le Dizes-Richard, violin",http://id.loc.gov/authorities/names/n87126866,http://id.loc.gov/authorities/names/n79131982,,,,,,,,,,,,,,,
ms0064_rec_0261_0262.wav,row: 825,,,,ms0064_rec_0261,ms0064_rec_0261_0262.wav,,,,Part 3: Suite from Romeo and Juliet (1935-36),,,,http://id.loc.gov/authorities/names/n80020330,,,,,,,,,,,,,,,
,row: 3,8 recordings,MS 64,23,,,2019,1985-08-17,1985,1985 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0263_1.wav,row: 829,,,,ms0064_rec_0263,ms0064_rec_0263_1.wav,,,,Part 1: Holiday Quickstep (1887),,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0263_2.wav,row: 829,,,,ms0064_rec_0263,ms0064_rec_0263_2.wav,,,,Part 2: March II and March III (1892),,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0263_3.wav,row: 829,,,,,ms0064_rec_0263_3.wav,,,,"Part 3: Tale of the Priest and His Hired Man, Balda",,,,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
ms0064_rec_0264_1.wav,row: 829,,,,ms0064_rec_0264,ms0064_rec_0264_1.wav,,,,"Part 4: Two Pieces by Dominico Scarlatti, Op.17 (1928)",,,,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
ms0064_rec_0264_2.wav,row: 829,,,,ms0064_rec_0264,ms0064_rec_0264_2.wav,,,,Part 5: Excursion Train Polka (1929),,,,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
ms0064_rec_0264_3.wav,row: 829,,,,ms0064_rec_0264,ms0064_rec_0264_3.wav,,,,"Part 6: Tahiti Trot, Op.16 (1928)",,,,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
ms0064_rec_0264_4.wav,row: 829,,,,ms0064_rec_0264,ms0064_rec_0264_4.wav,,,,Part 7: Country Band March (1903),,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0264_5.wav,row: 829,,,,ms0064_rec_0264,ms0064_rec_0264_5.wav,,,,Part 8: Overture and March: “1776” (1903-04),,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-17,1985,1985 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0265.wav,row: 838,,,,ms0064_rec_0265,ms0064_rec_0265.wav,,,,Part 1: String Quartet No.3 (1960),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/no88003023,,,,,,,,,,,,,,,
ms0064_rec_0266.wav,row: 838,,,,ms0064_rec_0266,ms0064_rec_0266.wav,,,,Part 2: String Quartet No.1 (1949),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n82099815,,,,,,,,,,,,,,,
ms0064_rec_0267.wav,row: 838,,,,ms0064_rec_0267,ms0064_rec_0267.wav,,,,Part 3: String Quartet No.2 (1959),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n50032381,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-18,1985,1985 Cabrillo Music Festival: Concert 4,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0268_1.wav,row: 842,,,,ms0064_rec_0268,ms0064_rec_0268_1.wav,,,,Part 1: Quiet City,,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0064_rec_0268_2.wav,row: 842,,,,ms0064_rec_0268,ms0064_rec_0268_2.wav,,,,Part 2: Rounds for String Orchestra,,,,http://id.loc.gov/authorities/names/n81146972,,,,,,,,,,,,,,,
ms0064_rec_0269_0270.wav,row: 842,,,,ms0064_rec_0269,ms0064_rec_0269_0270.wav,,,,Part 3: Suite from Carmen,,,,http://id.loc.gov/authorities/names/n79116212; http://id.loc.gov/authorities/names/n80107200,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-18,1985,1985 Cabrillo Music Festival: Concert 5,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0271.wav,row: 846,,,,ms0064_rec_0271,ms0064_rec_0271.wav,,,,Part 1: Double Concerto for Harpsichord and Piano with Two Chamber Orchestras (L1961),,"Performers: Emily Wong, piano\; Nohema Fernandez, harpsichord",http://id.loc.gov/authorities/names/n2010074719; http://id.loc.gov/authorities/names/nr91039388,http://id.loc.gov/authorities/names/n50032381,,,,,,,,,,,,,,,
ms0064_rec_0272.wav,row: 846,,,,ms0064_rec_0272,ms0064_rec_0272.wav,,,,Part 2: Concerto Grosso No.1 (1977),,"Performers: Maryvonne Le Dizes-Richard, violin\; Romuald Tecco, violin",http://id.loc.gov/authorities/names/n87126866; http://id.loc.gov/authorities/names/n90627613,http://id.loc.gov/authorities/names/n79120245,,,,,,,,,,,,,,,
ms0064_rec_0273.wav,row: 846,,,,ms0064_rec_0273,ms0064_rec_0273.wav,,,,Part 3: Bamboula Squared (1984),,,,http://id.loc.gov/authorities/names/n81014048,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-21,1985,1985 Cabrillo Music Festival: Concert 6,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0274_1.wav,row: 850,,,,ms0064_rec_0274,ms0064_rec_0274_1.wav,,,,Part 1: The Winds (1977),,,,http://id.loc.gov/authorities/names/n81014048,,,,,,,,,,,,,,,
ms0064_rec_0274_2.wav,row: 850,,,,ms0064_rec_0274,ms0064_rec_0274_2.wav,,,,Part 2: White Lady (1976),,,,http://id.loc.gov/authorities/names/n85174279,,,,,,,,,,,,,,,
ms0064_rec_0275.wav,row: 850,,,,ms0064_rec_0275,ms0064_rec_0275.wav,,,,Part 3: A Musical Offering (1938),,,,http://id.loc.gov/authorities/names/n80107200,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,23,,,2019,1985-08-23,1985,1985 Cabrillo Music Festival: Concert 8,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0276.wav,row: 854,,,,ms0064_rec_0276,ms0064_rec_0276.wav,,,,Part 1: String Quartet No.1 (1983),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n79120245,,,,,,,,,,,,,,,
ms0064_rec_0277.wav,row: 854,,,,ms0064_rec_0277,ms0064_rec_0277.wav,,,,Part 2: Antiphonies for String Quartet (1968),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n81072635,,,,,,,,,,,,,,,
ms0064_rec_0278.wav,row: 854,,,,ms0064_rec_0278,ms0064_rec_0278.wav,,,,"Part 3: String Quartet No.8 in C minor, Op.110 (1960)",,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,36,,,2019,1985-08-22,1985,1985 Cabrillo Music Festival: Concert 7,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0279.wav,row: 858,,,,ms0064_rec_0279,ms0064_rec_0279.wav,,,,Part 1: Quartet for Piano and Strings,,Performer: Dennis Russell Davies,http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0064_rec_0280.wav,row: 858,,,,ms0064_rec_0280,ms0064_rec_0280.wav,,,,"Part 2: Sonata No. 2: ""Quasi una Sonata"" for Violin and Piano (1968)",,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano.",http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79120245,,,,,,,,,,,,,,,
ms0064_rec_0281.wav,row: 858,,,,ms0064_rec_0281,ms0064_rec_0281.wav,,,,Part 3: Triple Duo (1983),,"Performers: Romuald Tecco, violin\; Lee Duckles, cello\; Lawrence Duckles, flute and piccolo\; William Wohlmacher, clarinet\; William Winant, percussion\; Nohema Fernandez, piano.","http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n2008052211; Duckles, Lawrence; http://id.loc.gov/authorities/names/nr97042196; http://id.loc.gov/authorities/names/nr88010047; http://id.loc.gov/authorities/names/nr91039388",http://id.loc.gov/authorities/names/n50032381,http://id.loc.gov/authorities/names/n81014048,,,,,,,,,,,,,,
ms0064_rec_0282_0283.wav,row: 858,,,,ms0064_rec_0282,ms0064_rec_0282_0283.wav,,,,"Part 4: Sonata for violin and piano, op. 134 (1968)",,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano.",http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,36,,,2019,1985-08-24,1985,1985 Cabrillo Music Festival: Concert 10,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0284_0285.wav,row: 863,,,,ms0064_rec_0284,ms0064_rec_0284_0285.wav,,,,Part 1: Suite for Symphonic Strings (1960) (movements 1-9),,,,http://id.loc.gov/authorities/names/n82099801,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0286.wav,row: 863,,MS 64,36,ms0064_rec_0286,ms0064_rec_0286.wav,,,,Part 2: Variations for Orchestra (1955),Elliot Carter speaks about his Variations.,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n50032381,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0287_1.wav,row: 863,,MS 64,36,ms0064_rec_0287,ms0064_rec_0287_1.wav,,,,Part 3: Interview with Dennis Russell Davies,,,,,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0287_2.wav,row: 863,,,,ms0064_rec_0287,ms0064_rec_0287_2.wav,,,,Part 4: Variations on the Theme of Haydn’s Canon “Tod is ein langer Schlaf” for Cello and Chamber Orchestra (1982),,Performer: Lee Duckles,http://id.loc.gov/authorities/names/n2008052211,http://id.loc.gov/authorities/names/n80149481,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0288.wav,row: 863,,MS 64,36,ms0064_rec_0288,ms0064_rec_0288.wav,,,,"Part 5: Symphony No. 3 ""Symphony of Lamentations"" (1982)",,,,http://id.loc.gov/authorities/names/nr91027086,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,6 recordings,MS 64,36,,,2019,1985-08-25,1985,1985 Cabrillo Music Festival: [Concert 11 or San Juan Fiesta Day],,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0289_1.wav,row: 869,,,,ms0064_rec_0289,ms0064_rec_0289_1.wav,,,,"Part 1: Trio in D minor for Two Violins and Cello, Op.3, No.2 (1779-1781)",,"Performers: Dan Smiley, violin\; Roger Emanuels, cello","http://id.loc.gov/authorities/names/no97039230; Emanuels, Roger",http://id.loc.gov/authorities/names/n85320637,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0289_2.wav,row: 869,,,,ms0064_rec_0289,ms0064_rec_0289_2.wav,,,,Part 2: Chaconne Russe for Violin and Cello (c. 1781),,,,http://id.loc.gov/authorities/names/n82109854,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0290_1.wav,row: 869,,,,ms0064_rec_0290,ms0064_rec_0290_1.wav,,,,Part 3: Quartet for Three Violins and Cello (1790),,,,http://id.loc.gov/authorities/names/n79043402,,,,,,,,,,,,,,,
ms0064_rec_0290_2.wav,row: 869,,,,ms0064_rec_0290,ms0064_rec_0290_2.wav,,,,Part 4: Sinfonia Concertante (1790),,,,http://id.loc.gov/authorities/names/n81090624,,,,,,,,,,,,,,,
ms0064_rec_0291.wav,row: 869,,,,ms0064_rec_0291,ms0064_rec_0291.wav,,,,Part 5: String Quintet No. 5 in B-flat (1789),,,,http://id.loc.gov/authorities/names/n85381181,,,,,,,,,,,,,,,
ms0064_rec_0292_0293_0294_0295.wav,row: 869,,,,ms0064_rec_0292,ms0064_rec_0292_0293_0294_0295.wav,,,,"Part 6: Symphony No.9 in D minor, Op.125 (1823) mvt 1-4",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,23,,,2019,1985-08-24,1985,1985 Cabrillo Music Festival: Composers Forum,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0296_0297_0298.wav,row: 876,,,,ms0064_rec_0296,ms0064_rec_0296_0297_0298.wav,,,,"Meet the composer: Carter, Wuorinen, Slonimsky",,,,,,,,,,,,,,,,,,,
,row: 3,8 recordings,MS 64,25,,,2019,1986-07-24,1986,1986 Cabrillo Music Festival: Prelude,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0299_1.wav,row: 878,,,,ms0064_rec_0299,ms0064_rec_0299_1.wav,,,,Part 1: Whisper Moon (1971),,"Performers: Dennis Russell Davies, piano\; Marc-Andre Hamlin, piano","http://id.loc.gov/authorities/names/n81010514; Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0299_2.wav,row: 878,,,,ms0064_rec_0299,ms0064_rec_0299_2.wav,,,,Part 2: Black Moth Tango (1984),,"Performers: Dennis Russell Davies, piano\; Marc-Andre Hamlin, piano","http://id.loc.gov/authorities/names/n81010514; Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0299_3.wav,row: 878,,,,ms0064_rec_0299,ms0064_rec_0299_3.wav,,,,Part 3: Fur Alina (1976),,"Performers: Dennis Russell Davies, piano\; Marc-Andre Hamlin, piano","http://id.loc.gov/authorities/names/n81010514; Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0299_4.wav,row: 878,,,,ms0064_rec_0299,ms0064_rec_0299_4.wav,,,,Part 4: Variationen zur Gesundung von Arinuschka (1977),,"Performers: Dennis Russell Davies, piano\; Marc-Andre Hamlin, piano","http://id.loc.gov/authorities/names/n81010514; Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0299_5.wav,row: 878,,,,ms0064_rec_0299,ms0064_rec_0299_5.wav,,,,Part 5: Three Ghost Rags (1970-71),,"Performers: Dennis Russell Davies, piano\; Marc-Andre Hamlin, piano","http://id.loc.gov/authorities/names/n81010514; Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0300_1.wav,row: 878,,,,ms0064_rec_0300,ms0064_rec_0300_1.wav,,,,Part 6: American Popular songs,,"Performers: Joan Morris, mezzo-soprano\; William Bolcom, piano\; Milagro Vargas, mezzo-soprano\; Romuald Tecco, violin",http://id.loc.gov/authorities/names/n82099779; http://id.loc.gov/authorities/names/n81080002; http://id.loc.gov/authorities/names/n88045473; http://id.loc.gov/authorities/names/n90627613,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0300_2.wav,row: 878,,,,ms0064_rec_0300,ms0064_rec_0300_2.wav,,,,Part 7: Shéhérazade (1903),,,,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0300_3.wav,row: 878,,,,ms0064_rec_0300,ms0064_rec_0300_3.wav,,,,Part 8: Tzigane (1924),,,,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,25,,,2019,1986-07-25,1986,1986 Cabrillo Music Festival: Concert 1,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0301_1.wav,row: 887,,,,ms0064_rec_0301,ms0064_rec_0301_1.wav,,,,Part 1: Wenn Bach Bienen gezüchtet hätte (1980),,"Performer: Marc-Andre Hamlin, piano","Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0301_2.wav,row: 887,,,,ms0064_rec_0301,ms0064_rec_0301_2.wav,,,,Part 2: Piano Concerto (1976),,,,http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0302.wav,row: 887,,,,ms0064_rec_0302,ms0064_rec_0302.wav,,,,Part 3: Alborada del Gracioso for Orchestra (1904-05/1918)\; Part 4: Concerto for Piano Left Hand in D Major (1929-30),,"Performer: Marc-Andre Hamlin, piano","Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,25,,,2019,1986-07-26,1986,1986 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0303.wav,row: 891,,,,ms0064_rec_0303,ms0064_rec_0303.wav,,,,Part 1: Makrokosmos II (1973),,"Performer: Marc-Andre Hamlin, piano","Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n79107872,,,,,,,,,,,,,,,
ms0064_rec_0304.wav,row: 891,,,,ms0064_rec_0304,ms0064_rec_0304.wav,,,,Part 2: Etudes from Twelve New Etudes for Piano (1977-85),,"Performer: Marc-Andre Hamlin, piano","Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0305.wav,row: 891,,,,ms0064_rec_0305,ms0064_rec_0305.wav,,,,Part 3: Gaspard de la Nuit (1908),,"Performer: Marc-Andre Hamlin, piano","Hamlin, Marc-Andre",http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,25,,,2019,1986-07-26,1986,1986 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0306_0307.wav,row: 895,,,,ms0064_rec_0306,ms0064_rec_0306_0307.wav,,,,Great American Popular Songs,,"Performers: Joan Morris, mezzo-soprano\; William Bolcom, piano",http://id.loc.gov/authorities/names/n82099779; http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,25,,,2019,1986-07-27,1986,1986 Cabrillo Music Festival: Concert 4,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0308_1.wav,row: 897,,,,ms0064_rec_0308,ms0064_rec_0308_1.wav,,,,Part 1: Aria della Battaglia,,,,http://id.loc.gov/authorities/names/n79116215,,,,,,,,,,,,,,,
ms0064_rec_0308_2.wav,row: 897,,,,ms0064_rec_0308,ms0064_rec_0308_2.wav,,,,Part 2: Stabat Mater (1985),,,,http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0308_3.wav,row: 897,,,,ms0064_rec_0308,ms0064_rec_0308_3.wav,,,,"Part 3: Arbos (1977, rev.1986)",,,,http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0308_4.wav,row: 897,,,,ms0064_rec_0308,ms0064_rec_0308_4.wav,,,,"Part 4: Symphonies of Wind Instruments (1920, rev. 1947)",,,,http://id.loc.gov/authorities/names/n79070061,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 64,25,,,2019,1986-07-27,1986,1986 Cabrillo Music Festival: Concert 5,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0309.wav,row: 902,,,,ms0064_rec_0309,ms0064_rec_0309.wav,,,,Part 1: La Koro Sutro (1972),,Performers: Masterworks Chorale of the College of San Mateo,"Masterworks Chorale (San Mateo, Calif.)",http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0310.wav,row: 902,,,,ms0064_rec_0310,ms0064_rec_0310.wav,,,,"Part 2: Te Deum (1984, rev.1986)",,,,http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,26,,,2019,1986-07-31,1986,1986 Cabrillo Music Festival: Concert 6,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0311_1.wav,row: 905,,,,ms0064_rec_0311,ms0064_rec_0311_1.wav,,,,Part 1: Sonata No.2 for Violin and Piano (1978),,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano",http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0311_2.wav,row: 905,,,,ms0064_rec_0311,ms0064_rec_0311_2.wav,,,,Part 2: Chansons Madecasses (1925-26),,,,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0312.wav,row: 905,,,,ms0064_rec_0312,ms0064_rec_0312.wav,,,,Part 3: Sonate pour Violin et Piano (1923-27),,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano",http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,26,,,2019,1986-08-01,1986,1986 Cabrillo Music Festival: Concert 7,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0313.wav,row: 909,,,,ms0064_rec_0313,ms0064_rec_0313.wav,,,,Part 1: Composers Forum,,,,,,,,,,,,,,,,,,,
ms0064_rec_0314_1.wav,row: 909,,,,ms0064_rec_0314,ms0064_rec_0314_1.wav,,,,Part 2: Valses Nobles et Sentimentales (1911/1912),,"Performers: Romuald Tecco, violin\; Elizabeth Baker, violin","http://id.loc.gov/authorities/names/n90627613; Baker, Elizabeth",http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0314_2.wav,row: 909,,,,ms0064_rec_0314,ms0064_rec_0314_2.wav,,,,Part 3: Tabula Rasa (1977),,,,http://id.loc.gov/authorities/names/n82003117,,,,,,,,,,,,,,,
ms0064_rec_0315_1.wav,row: 909,,,,ms0064_rec_0315,ms0064_rec_0315_1.wav,,,,"Part 4: Symphony No.3 (1979, rev.1986)",,,,http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0315_2.wav,row: 909,,,,ms0064_rec_0315,ms0064_rec_0315_2.wav,,,,Part 5: La Valse,,,,http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,26,,,2019,1986-08-02,1986,1986 Cabrillo Music Festival: Concert 8,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0316_0317.wav,row: 915,,,,ms0064_rec_0316,ms0064_rec_0316_0317.wav,,,,Romantic Songs From Central Europe,,"Performers: Renate Gola, soprano\; Daniel Parkerson, tenor","Gola, Renate; http://id.loc.gov/authorities/names/no2008147031",,,,,,,,,,,,,,,,
,row: 3,6 recordings,MS 64,26,,,2019,1986-08-02,1986,1986 Cabrillo Music Festival: Concert 9,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0318_1.wav,row: 917,,,,ms0064_rec_0318,ms0064_rec_0318_1.wav,,,,Part 1: Silicon Valley Breakdown for computer generated quadrophonic tape (1986 version),,"Performer: Mark Izu, shō",http://id.loc.gov/authorities/names/no2003068537,http://id.loc.gov/authorities/names/n89663392,,,,,,,,,,,,,,,
