parent,extent,masterFilename,series,title,titleAlternative,description,description,descriptionAddress,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_bp_68-071_24.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_24,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-072_02.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_02,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_07.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_07,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6812_02.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_02,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6812_12.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_12,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-076_02.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_02,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-072_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_17,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_35.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_35,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-071_31.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_31,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-072_30.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_30,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6811_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_14,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6812_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_06,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-079_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_25,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-076_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-072_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_19,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-078_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_09,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_6812_11.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_11,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6810_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_17,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-070_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_20,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-070_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_04,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-070_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_23,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6811_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_23,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-076_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_17,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6810_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_09,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-070_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_05,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-072_31.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_31,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-071_13.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_13,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_07.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_07,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_06,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-079_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_20,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-079_30.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_30,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6810_35.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_35,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6811_22.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_22,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-072_38.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_38,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_37.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_37,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-070_22.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_22,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6812_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_03,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-070_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_29,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6812_34.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_34,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6812_36.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_36,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-076_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_25,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6812_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_23,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-070_28.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_28,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6810_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_05,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6810_15.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_15,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-071_28.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_28,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_15.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_15,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_6812_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_14,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-072_26.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_26,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_14,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-070_33.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_33,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-071_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_04,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_6813_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6813_05,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_68-079_27.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_27,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-079_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_23,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6810_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_29,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-070_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_14,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6810_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_23,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_6811_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_06,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-072_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_06,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6811_25.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_25,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_29,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6811_28.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_28,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6812_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_09,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-078_19.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_19,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_6812_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_20,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_6810_18.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_18,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-079_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-079_21.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_21,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6810_32.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_32,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-070_07.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",Filmmakers David Myers and Agnès Varda at Panther rally,Unprinted/unpublished,,,ms0020_neg_bp_68-070_07,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-070_12.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_12,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-076_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_06,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6810_27.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_27,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-071_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_14,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-078_15.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_15,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-071_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_05,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-103_08.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-103_08,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,2 1/4 in,,,,,"Box 453, Folder 68-103"
row:prev,,ms0020_neg_bp_68-103_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-103_05,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,2 1/4 in,,,,,"Box 453, Folder 68-103"
row:prev,,ms0020_neg_bp_6811_27.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_27,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-072_32.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_32,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_33.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_33,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6812_21.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_21,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-078_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_05,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-076_26.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_26,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
