work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0090_pho_61_1003_cs1_09.tif,row:3,,ms0090_pho_61_1003_cs1_09.tif,,"University of California, Santa Cruz planning: reception at the Santa Cruz Women's Club: County Librarian Geraldine Work, library staff Elisabeth Barnes (behind Ms. Work), Mrs. Fran Swenson, Mrs. Jane McHenry, and Chancellor Dean McHenry","From the Sentinel: ""Meeting the McHenrys, above, are City and County Librarian Geraldine Work, right, and Miss Elisabeth Barnes of the library staff. Dr. Robert E. Swenson, president of Cabrillo college, and Mrs. Swenson shared receiving line honors with the McHenrys while James Hammond, manager of the Greater Santa Cruz Chamber of Commerce, seen in background, was at the clubhouse door with Mrs. Frederick Weaver, chairman of the hospitality committee.""","Dick, Vester",,1961-10-05,1961-10-05,http://www.geonames.org/5404900,"info:lc/authorities/names/n79059545; McHenry, Jane Snyder; info:lc/authorities/names/n50007243",,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 10/6/61, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_58_532.tif,row:3,,ms0090_pho_58_532.tif,,"University of California, Santa Cruz planning: early site plan, perspective view from the north towards the city of Santa Cruz and the Monterey Bay",,"Dick, Vester",,1958-06-01,1958-06-01,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85080858; info:lc/authorities/subjects/sh85017761,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,,,,,,,,,,,,,,
work,ms0090_pho_61_1001_01.tif,row:3,,ms0090_pho_61_1001_01.tif,,"University of California, Santa Cruz planning: Gordon Sinclair, Sentinel managing editor (top left), Chancellor Dean McHenry, engineer Tom Polk Williams Jr., (lower left), and Jack Wagstaff, university architect, inspecting the site and early plans",,"Dick, Vester",,1961-10-05,1961-10-05,http://www.geonames.org/11903520/cowell-ranch-historical.html,"info:lc/authorities/names/n79059545; Wagstaff, John E.; info:lc/authorities/names/n50007243",info:lc/authorities/subjects/sh85138148,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 10/6/61, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_61_1001_02.tif,row:3,,ms0090_pho_61_1001_02.tif,,"University of California, Santa Cruz planning: Gordon Sinclair, Sentinel managing editor, Chancellor Dean McHenry, Jack Wagstaff, university architect, and engineer Tom Polk Williams Jr., (lower left), and inspecting the site and early plans",,"Dick, Vester",,1961-10-05,1961-10-05,http://www.geonames.org/11903520/cowell-ranch-historical.html,"info:lc/authorities/names/n79059545; Wagstaff, John E.; info:lc/authorities/names/n50007243",info:lc/authorities/subjects/sh85138148,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 10/6/61, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_05.tif,row:3,,ms0090_pho_62_746_05.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: Chancellor McHenry, with Gerald Hagar, president of the regents board\; Elinor Heller, a regent\; John Carl Warnecke, head of the campus architectural team\; and Donald McLaughlin, a regent",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n50007243,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_01.tif,row:3,,ms0090_pho_62_746_cs1_01.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: cars on dirt paths",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_02.tif,row:3,,ms0090_pho_62_746_cs1_02.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: principal architect Jack Wagstaff (driver), Librarian Donald Clark (right, front seat), with unidentified regents",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,"info:lc/authorities/names/n79059545; Wagstaff, John E.; University of California. Board of Regents; info:lc/authorities/names/n80146729",info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_03.tif,row:3,,ms0090_pho_62_746_cs1_03.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: principal architect Jack Wagstaff (driver), Librarian Donald Clark (right, front seat), with unidentified regents",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,"info:lc/authorities/names/n79059545; Wagstaff, John E.; University of California. Board of Regents; info:lc/authorities/names/n80146729",info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_04.tif,row:3,,ms0090_pho_62_746_cs1_04.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: principal architect Jack Wagstaff (driver), Librarian Donald Clark (right, front seat), with unidentified regents",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,"info:lc/authorities/names/n79059545; Wagstaff, John E.; University of California. Board of Regents; info:lc/authorities/names/n80146729",info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_05.tif,row:3,,ms0090_pho_62_746_cs1_05.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: Chancellor McHenry, with Gerald Hagar, president of the regents board\; Elinor Heller, a regent\; John Carl Warnecke, head of the campus architectural team\; and Donald McLaughlin, a regent.",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n50007243,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_06.tif,row:3,,ms0090_pho_62_746_cs1_06.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: Chancellor McHenry, with Gerald Hagar, president of the regents board\; Elinor Heller, a regent\; John Carl Warnecke, head of the campus architectural team\; and Donald McLaughlin, a regent",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n50007243,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_07.tif,row:3,,ms0090_pho_62_746_cs1_07.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: cars on dirt paths","From the Sentinel: ""A safari of 50 University of California officials, regents and consultants toured the 2000-acre Cowell ranch site Thursday afternoon. Here they are returning from a loop around the proposed ""high campus"" area, one of several, sites being considered for the academic core.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_09.tif,row:3,,ms0090_pho_62_746_cs1_09.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: architect John Hornback drives for landscape architect Thomas Church, with Regent William Roth of the UC Santa Cruz planning committee and UC President Clark Kerr in the back seat",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n78093730,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1, also Santa Cruz Sentinel: University of California, Santa Cruz, Opening Edition A, 10/14/65, p. 18.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_10.tif,row:3,,ms0090_pho_62_746_cs1_10.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: (front) Regent Edwin W. Pauley, unidentified driver, (back, Regent Philip Boyd, chairman of the site selection committee, Regent William E. Forbes of Los Angeles, unidentified woman regent",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_11.tif,row:3,,ms0090_pho_62_746_cs1_11.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: (front) Regent Edwin W. Pauley, unidentified driver, (back, Regent Philip Boyd, chairman of the site selection committee, Regent William E. Forbes of Los Angeles, unidentified woman regent",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs1_12.tif,row:3,,ms0090_pho_62_746_cs1_12.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: unidentified regents and visitors",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_13.tif,row:3,,ms0090_pho_62_746_cs2_13.tif,,"University of California, Santa Cruz planning: UC Regents tour the site for UC Santa Cruz: cars on dirt paths",,"Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/11903520/cowell-ranch-historical.html,info:lc/authorities/names/n79059545; University of California. Board of Regents,info:lc/authorities/subjects/sh85010201,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 1.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_14.tif,row:3,,ms0090_pho_62_746_cs2_14.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: UC President Clark Kerr, Regent Donald McLaughlin, and Regent Philip Boyd, chairman of the site selection committee, with regent and president of the state board of agriculture John Watson in the background","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n78093730,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3, also Santa Cruz Sentinel: University of California, Santa Cruz, Opening Edition A, 10/14/65, p. 18.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_15.tif,row:3,,ms0090_pho_62_746_cs2_15.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: unidentified regents","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_16.tif,row:3,,ms0090_pho_62_746_cs2_16.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: unidentified regents","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_17.tif,row:3,,ms0090_pho_62_746_cs2_17.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Regent Norris Nash, an official of Kaiser Industries, with Jane and Dean McHenry","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,"info:lc/authorities/names/n79059545; McHenry, Jane Snyder; info:lc/authorities/names/n50007243; University of California. Board of Regents",,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_18.tif,row:3,,ms0090_pho_62_746_cs2_18.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Regent Norris Nash, an official of Kaiser Industries, with Jane and Dean McHenry","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,"info:lc/authorities/names/n79059545; McHenry, Jane Snyder; info:lc/authorities/names/n50007243; University of California. Board of Regents",,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_19.tif,row:3,,ms0090_pho_62_746_cs2_19.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: UC President Clark Kerr with unidentified regents","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n78093730,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_20.tif,row:3,,ms0090_pho_62_746_cs2_20.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Jane and Dean McHenry with unidentified regents","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,"info:lc/authorities/names/n79059545; McHenry, Jane Snyder; University of California. Board of Regents",,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_21.tif,row:3,,ms0090_pho_62_746_cs2_21.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Clark Kerr and Mrs. Catherine ""Kay"" Kerr, with unidentified regents","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n78093730,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_22.tif,row:3,,ms0090_pho_62_746_cs2_22.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Regent William E. Forbes of Los Angeles, Dean McHenry, and Regent Edwin W. Pauley, who served as chairman of the board for the past two years","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n50007243,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
work,ms0090_pho_62_746_cs2_23.tif,row:3,,ms0090_pho_62_746_cs2_23.tif,,"University of California, Santa Cruz planning: UC Regents' reception at the McHenry's house: Regent William E. Forbes of Los Angeles, Dean McHenry, and Regent Edwin W. Pauley, who served as chairman of the board for the past two years","""The McHenrys' new home, a Pasatiempo landmark, [was] originally built for the late Dr. and Mrs. Clyde Carmean and recently owned by the Lowell Wests.""","Dick, Vester",,1962-07-19,1962-07-19,http://www.geonames.org/5381421,info:lc/authorities/names/n79059545; University of California. Board of Regents; info:lc/authorities/names/n50007243,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128347,,"Santa Cruz Sentinel, 7/20/62, p. 3.",,,,,,,,,,,,,
