parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
row:prev,,ms0020_neg_bv_56-145_05.tif,,Grain harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-145_05,"Box 449, Folder 56-145",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-145_11.tif,,Grain harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-145_11,"Box 449, Folder 56-145",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-145_04.tif,,Grain harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-145_04,"Box 449, Folder 56-145",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-237_08.tif,,Grain harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-237_08,"Box 448, Folder 56-237",35 mm,,,,,,,,,,,,,,,,
,103 images,,Berryessa Valley,"Harvest, pears and grapes",,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-155_03.tif,,"Boxes of pears, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-155_03,"Box 448, Folder 56-232",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-123_07.tif,,"Double trailer load of pears, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-123_07,"Box 448, Folder 56-234",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_06.tif,,"Man picking pears, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-155_06,"Box 448, Folder 56-232",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_12.tif,,"Men pouring pears into boxes, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-154_12,"Box 448, Folder 56-234",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_04.tif,,"Pear picker standing on ladder, Berryessa Valley",,,,ms0020_neg_bv_56-153_04,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_03.tif,,"Unidentified migrant worker brought to the valley for the last harvest, from Death of a Valley",,Printed/published,From Death of a Valley,ms0020_neg_bv_56-120_03,"Box 448, Folder 56-234",35 mm,,,,,,1960,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_02,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_07,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_08,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_10,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-109_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-109_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-109_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-109_10,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_02,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_07,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_08,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_01,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_07,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_01,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_03,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_12.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_12,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_12.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_12,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_02,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_03,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_03,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_05,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_06,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_08,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_04,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_05,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_06,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_07,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_04,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_08,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_07,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_01,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_02,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_06,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_07,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_05,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_03,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_08,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_03,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_08,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_01,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_01,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_02,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_10,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_07,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_04,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_11,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_06,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_05,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_10,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_05,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_05,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_07,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_02,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_08,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_01,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_10,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_11,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_09,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_01,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_08,"Box 448, Folder 56-232",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_04,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_10,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_01,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_06,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_02,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_05,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_09.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_09,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-155_08.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-155_08,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-109_12.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-109_12,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_03,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_04,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_03.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_03,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_04,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_10,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_12.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_12,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-156_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-156_05,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_01.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_01,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_05.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_05,"Box 448, Folder 56-237",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_04,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_10.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_10,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_06,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_07.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_07,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-159_04.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-159_04,"Box 448, Folder 56-234",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_12.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_12,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-158_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-158_02,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-249_02.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-249_02,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-154_11.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-154_11,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-157_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-157_06,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-153_06.tif,,"Harvest, pears and grapes: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-153_06,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
,110 images,,Berryessa Valley,Harvest,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-232_05.tif,,"Larry Gardner on bicycle with dog, Berryessa Valley, from Death of a Valley",,Printed/published,From Death of a Valley,ms0020_neg_bv_56-232_05,"Box 448, Folder 56-236",35 mm,,https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/gardner-larry,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_18.tif,,"Man loading hay on truck, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-234_18,"Box 448, Folder 56-234",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_12.tif,,"Man shoveling grain, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-232_12,"Box 448, Folder 56-234",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_14.tif,,"Men loading hay on truck, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-234_14,"Box 448, Folder 56-234",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_11.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_11,"Box 448, Folder 56-236",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_41.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_41,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_32.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_32,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_33.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_33,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_05.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_05,"Box 449, Folder 56-123",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_11.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_11,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
