parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreatedFake,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
,1 image,ms0020_neg_4768.tif,Pirkle Jones,"Pirkle Jones face leaning against hand, San Francisco",,Printed/published,"Pirkle Jones, head #3",ms0020_neg_4768,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4767"
,1 image,ms0020_neg_4769.tif,Pirkle Jones,"Pirkle Jones hand on forehead, San Francisco",,Printed/published,"Pirkle Jones, head #4",ms0020_neg_4769,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4768"
,1 image,ms0020_neg_4766.tif,Pirkle Jones,"Pirkle Jones, head: Untitled",,Unprinted/unpublished,"Pirkle Jones, head",ms0020_neg_4766,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4769"
,8 images,,Pirkle Jones,"Pirkle Jones, Likeson Series, Golden Gate Park",,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5352860,,1947,1947,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_4759.tif,,"Pirkle Jones arms akimbo, San Francisco",,Printed/published,,ms0020_neg_4759,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4759"
row:prev,,ms0020_neg_4761.tif,,"Pirkle Jones leaning on camera case, San Francisco",,Printed/published,,ms0020_neg_4761,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4761"
row:prev,,ms0020_neg_4762.tif,,"Pirkle Jones sitting on bench, California Academy of Science, San Francisco",,Printed/published,,ms0020_neg_4762,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4762"
row:prev,,ms0020_neg_4764.tif,,"Pirkle Jones sitting with camera case, San Francisco",,Printed/published,,ms0020_neg_4764,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4764"
row:prev,,ms0020_neg_4765.tif,,"Pirkle Jones, Likeson Series, Golden Gate Park: Untitled",,Unprinted/unpublished,,ms0020_neg_4765,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4765"
row:prev,,ms0020_neg_4763.tif,,"Pirkle Jones, Likeson Series, Golden Gate Park: Untitled",,Unprinted/unpublished,,ms0020_neg_4763,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4763"
row:prev,,ms0020_neg_4758.tif,,"Pirkle Jones, Likeson Series, Golden Gate Park: Untitled",,Unprinted/unpublished,,ms0020_neg_4758,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4758"
row:prev,,ms0020_neg_4760.tif,,"Pirkle Jones, Likeson Series, Golden Gate Park: Untitled",,Unprinted/unpublished,,ms0020_neg_4760,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4760"
,1 image,ms0020_neg_4770.tif,Pirkle Jones,"Pirkle Jones #4, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #1",ms0020_neg_4770,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4770"
,1 image,ms0020_neg_4779.tif,Pirkle Jones,"Hands, Pirkle Jones, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #10",ms0020_neg_4779,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4779"
,1 image,ms0020_neg_4780.tif,Pirkle Jones,"Head in arms, Pirkle Jones, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #11",ms0020_neg_4780,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4780"
,1 image,ms0020_neg_4781.tif,Pirkle Jones,"Hands over face, Pirkle Jones, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #12",ms0020_neg_4781,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4781"
,1 image,ms0020_neg_4771.tif,Pirkle Jones,"Pirkle Jones #3, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #2",ms0020_neg_4771,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4771"
,1 image,ms0020_neg_4772.tif,Pirkle Jones,"Pirkle Jones #5, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #3",ms0020_neg_4772,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4772"
,1 image,ms0020_neg_4773.tif,Pirkle Jones,"Pirkle Jones, Revelation Series #4: Untitled",,Unprinted/unpublished,"Pirkle Jones, Revelation Series #4",ms0020_neg_4773,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4773"
,1 image,ms0020_neg_4774.tif,Pirkle Jones,"Pirkle Jones #7 [smiling], San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #5",ms0020_neg_4774,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4774"
,1 image,ms0020_neg_4775.tif,Pirkle Jones,"Pirkle Jones smoking, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #6",ms0020_neg_4775,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4775"
,1 image,ms0020_neg_4776.tif,Pirkle Jones,"Pirkle Jones #6, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #7",ms0020_neg_4776,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4776"
,1 image,ms0020_neg_4777.tif,Pirkle Jones,"Pirkle Jones #8, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #8",ms0020_neg_4777,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4777"
,1 image,ms0020_neg_4778.tif,Pirkle Jones,"Pirkle Jones #1, San Francisco",,Printed/published,"Pirkle Jones, Revelation Series #9",ms0020_neg_4778,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5391959,,1947,1947,1947,http://vocab.getty.edu/aat/300128343,4 x 5 in,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"Box 462, Folder 4778"
,6 images,,Point Lobos,Point Lobos,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5383970,,1947,1947,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_4722.tif,,"Grass valley with trees in background, Point Lobos",,Printed/published,"Fog, Point Lobos",ms0020_neg_4722,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4722"
row:prev,,ms0020_trn_4727.tif,,"Cliff and old cypress, Point Lobos",,Printed/published,,ms0020_trn_4727,,,,,,,,,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4727"
row:prev,,ms0020_neg_4725.tif,,Point Lobos: Untitled,,Unprinted/unpublished,"Rock #2, Point Lobos",ms0020_neg_4725,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4725"
row:prev,,ms0020_neg_4724.tif,,Point Lobos: Untitled,,Unprinted/unpublished,"Rock #3, Point Lobos",ms0020_neg_4724,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4724"
row:prev,,ms0020_neg_4723.tif,,Point Lobos: Untitled,,Unprinted/unpublished,"Rock #4, Point Lobos",ms0020_neg_4723,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4723"
row:prev,,ms0020_neg_4726.tif,,Point Lobos: Untitled,,Unprinted/unpublished,"Rock, Point Lobos",ms0020_neg_4726,,,,,,,,,,,,,,4 x 5 in,,,,,"Box 462, Folder 4726"
,76 images,,Renaissance Faire,Renaissance Faire,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5378044,,1973,1973,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_7302_24.tif,,"Cyrano, Black Point, Marin County",,Printed/published,,ms0020_neg_7302_24,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7301_11.tif,,"Dancer, Black Point, Marin County",,Printed/published,,ms0020_neg_7301_11,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7301_07.tif,,"Girl sewing angels, Black Point, Marin County",,Printed/published,,ms0020_neg_7301_07,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7301_28.tif,,"Girl singing, Black Point, Marin County",,Printed/published,,ms0020_neg_7301_28,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7301_10.tif,,"Girl with rabbit, Black Point, Marin County",,Printed/published,,ms0020_neg_7301_10,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_19.tif,,"Kohl eyed woman with drum, Black Point, Marin County",,Printed/published,,ms0020_neg_7302_19,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7301_02.tif,,"Man manipulates the Queen, puppeteer, Black Point, Marin County",,Printed/published,,ms0020_neg_7301_02,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_16.tif,,"Man on velvet horse, Black Point, Marin County",,Printed/published,,ms0020_neg_7302_16,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_11.tif,,"Man seated with goblet, having foot massaged, Black Point, Marin County",,Printed/published,,ms0020_neg_7302_11,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_02.tif,,"Mother kissing child, Black Point, Marin County",,Printed/published,,ms0020_neg_7302_02,,,,,,,,,,,,1973,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7301_03.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7301_03,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_13.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_13,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7301_09.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7301_09,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_20.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_20,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7301_29.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7301_29,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_14.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_14,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_15.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_15,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_21.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_21,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7303_11.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7303_11,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7303"
row:prev,,ms0020_neg_7302_18.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_18,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_17.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_17,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_12.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_12,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7302_22.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_22,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
row:prev,,ms0020_neg_7303_10.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7303_10,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7303"
row:prev,,ms0020_neg_7303_04.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7303_04,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7303"
row:prev,,ms0020_neg_7303_05.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7303_05,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7303"
row:prev,,ms0020_neg_7301_23.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7301_23,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7301"
row:prev,,ms0020_neg_7302_31.tif,,Renaissance Faire: Untitled,,Unprinted/unpublished,,ms0020_neg_7302_31,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7302"
