parent,extent,collection,collectionCallNumber,masterFilename,series,title,description,accessionNumber,creator,subjectName,subjectPlace,subjectTopic,dateCreated,physicalFormat,physicalDescription,boxFolder,donorProvenance,rightsStatement,rightsHolder,accessRights,publisher,publisherHomepage,resourceType
row:prev,,,,ms0020_neg_rmb-6712_31.tif,,Hugging couple: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6712_31,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6712_30.tif,,Hugging couple: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6712_30,,,,,,,35 mm,Box 464,,,,,,,
,5 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967)",,,http://id.loc.gov/authorities/names/n2002034393,http://id.loc.gov/authorities/names/no2017041470,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6702_12.tif,,"Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_12,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_10.tif,,"Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_10,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_13.tif,,"Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_13,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_11.tif,,"Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_11,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_14.tif,,"Joe Gomez illustrates Avalon Ballroom poster (Big Brother and the Holding Company and Mount Rushmore, November 25-27, 1967): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_14,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Lion cub in car,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895;http://id.loc.gov/authorities/names/n97020735,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6701_05.tif,,Lion cub in car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_05,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_06.tif,,Lion cub in car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_06,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Long haired boy nursing kitten with bottle,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6709_26.tif,,Long haired boy nursing kitten with bottle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_26,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_27.tif,,Long haired boy nursing kitten with bottle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_27,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_28.tif,,Long haired boy nursing kitten with bottle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_28,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_29.tif,,Long haired boy nursing kitten with bottle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_29,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Love on a motorcycle, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_02.tif,,"Love on a motorcycle, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6704_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_01.tif,,Love on a motorcycle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_01,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man and woman enjoy a moment in front of store,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6703_32.tif,,Man and woman enjoy a moment in front of store: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_32,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_33.tif,,Man and woman enjoy a moment in front of store: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_33,,,,,,,35 mm,Box 464,,,,,,,
,5 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man and woman in conversation at corner of Haight and Ashbury,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6701_28.tif,,Man and woman in conversation at corner of Haight and Ashbury: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_28,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_25.tif,,Man and woman in conversation at corner of Haight and Ashbury: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_25,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_26.tif,,Man and woman in conversation at corner of Haight and Ashbury: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_26,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_24.tif,,Man and woman in conversation at corner of Haight and Ashbury: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_24,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_27.tif,,Man and woman in conversation at corner of Haight and Ashbury: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_27,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6708_34.tif,"Haight-Ashbury, 1967",Man and woman on motorcycle: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6708_34,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man and woman playing bamboo flutes,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6703_10.tif,,Man and woman playing bamboo flutes: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_10,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_12.tif,,Man and woman playing bamboo flutes: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_12,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_11.tif,,Man and woman playing bamboo flutes: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_11,,,,,,,35 mm,Box 464,,,,,,,
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man busking with recorder,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6706_05.tif,,Man busking with recorder: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_05,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_03.tif,,Man busking with recorder: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_03,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_04.tif,,Man busking with recorder: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_04,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man dancing ecstatically,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6710_26.tif,,Man dancing ecstatically: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_26,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_24.tif,,Man dancing ecstatically: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_24,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_25.tif,,Man dancing ecstatically: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_25,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_27.tif,,Man dancing ecstatically: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_27,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man holding dog selling magazines,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6706_17.tif,,Man holding dog selling magazines: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_17,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_18.tif,,Man holding dog selling magazines: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_18,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6709_08.tif,"Haight-Ashbury, 1967",Man in cowboy hat speaks with woman in psychedelic dress: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_08,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man in fringed leather jacket leaning in doorway,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_19.tif,,Man in fringed leather jacket leaning in doorway: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_19,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_18.tif,,Man in fringed leather jacket leaning in doorway: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_18,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6704_03.tif,"Haight-Ashbury, 1967",Man in houndstooth pants and leather boots: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_03,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man in kurta in conversation with others,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6711_30.tif,,Man in kurta in conversation with others: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_30,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_29.tif,,Man in kurta in conversation with others: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_29,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Man in lotus position, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6710_02.tif,,"Man in lotus position, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6710_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_01.tif,,Man in lotus position: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_01,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6704_07.tif,"Haight-Ashbury, 1967",Man in painted car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_07,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6710_17.tif,"Haight-Ashbury, 1967","Man in poncho and beads, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6710_17,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6710_04.tif,"Haight-Ashbury, 1967",Man in poncho and sunglasses playing flute: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_04,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man in striped pants with tambourine sitting on car,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6702_31.tif,,Man in striped pants with tambourine sitting on car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6702_31,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_30.tif,,Man in striped pants with tambourine sitting on car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6702_30,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_22.tif,,Man in striped pants with tambourine sitting on car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6702_22,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man in tunic with necklace,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6703_35.tif,,Man in tunic with necklace: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_35,,,,,,,35 mm,Box 464,,,,,,,
