workType,filename,parent,extent,collectionCallNumber,title,description,descriptionAddress,creator,contributor,dateCreatedDisplay,dateCreated,subjectTopic,subjectPlace,subjectName,language,resourceType,physicalFormat,physicalDescription,donorProvenance,masterFilename,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,itemCallNumber,boxFolder
work,ms0039_s53_06.tif,row:39,,,"Elks Building (formerly Hagemann-McPherson Building), 1214 Pacific Avenue: exterior","The building, designed by architect Edward Van Cleeck, was built ca. 1910.",1214 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Van Cleeck, Edward L.",1969,1969,info:lc/authorities/subjects/sh85094201; http://vocab.getty.edu/aat/300018146; http://vocab.getty.edu/aat/300007063; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_06.tif,,,,,,,,MS39.S53.06,35mm slide call no.: N750A S034 COE432 AC,
work,ms0039_s54_01.tif,row:39,,,"I.O.O.F. Building (Oddfellows Building), 1386 Pacific Avenue: exterior, with later facade",The building was built in 1899.,1386 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1965,1965,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300007063; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s54_01.tif,,,,,,,,MS39.S54.01,35mm slide call no.: N750A S034 TCI113 AD,
work,ms0039_s50_01.tif,row:39,,,"Pacific Avenue and Mission Street: view of the corner designed to become ""Mission Plaza""",,Pacific Avenue and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1969,1969,info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85103400; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s50_01.tif,,,,,,,,MS39.S50.01,35mm slide call no.: P750A S034 BVP116 BD,
work,ms0039_s53_03.tif,row:39,,,Pacific Avenue: view from Church Street towards Water Street,,Pacific Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1966,1966,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_03.tif,,,,,,,,MS39.S53.03,35mm slide call no.: P750A S034 BVP116 AC,
work,ms0039_s53_04.tif,row:39,,,Pacific Avenue: view from below Cathcart Street towards Water Street,,Pacific Avenue and Cathcart Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1966,1966,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_04.tif,,,,,,,,MS39.S53.04,35mm slide call no.: P750A S034 BVP116 AD,
work,ms0039_s53_05.tif,row:39,,,Pacific Avenue: view from Water Street towards Soquel Avenue,,Pacific Avenue and Water Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_05.tif,,,,,,,,MS39.S53.05,35mm slide call no.: P750A S034 BVP116 AF,
work,ms0039_m60_15.tif,row:39,,,Pacific Avenue: store facades between Walnut and Church Streets,,Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m60_15.tif,,,,,,,,MS39.M60.15,35mm slide call no.: P750A S034 BVP116 AJ,
work,ms0039_s54_08.tif,row:39,,,"Pacific Avenue: store facades at Church Street corner, Leask's and Santa Cruz Savings",,Pacific Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s54_08.tif,,,,,,,,MS39.S54.08,35mm slide call no.: P750A S034 BVP116 AL,
work,ms0039_s55_01.tif,row:39,,,Pacific Avenue: two store facades between Walnut and Church Streets,,Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s55_01.tif,,,,,,,,MS39.S55.01,35mm slide call no.: P750A S034 BVP116 AK,
work,ms0039_s55_02.tif,row:39,,,Pacific Avenue: store facades between Water and Locust Streets,,Pacific Avenue between Water Street and Locust Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1968,1968,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s55_02.tif,,,,,,,,MS39.S55.02,35mm slide call no.: P750A S034 BVP116 AN,
work,ms0039_s56_01.tif,row:39,,,"Pacific Avenue: view from Locust Street towards Water Street, with Miss California pageant banners",,Pacific Avenue and Locust Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s56_01.tif,,,,,,,,MS39.S56.01,35mm slide call no.: P750A S034 BVP116 AH,
work,ms0039_s56_02.tif,row:39,,,"Pacific Avenue: corner at Church Street, with Leask's",,Pacific Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s56_02.tif,,,,,,,,MS39.S56.02,35mm slide call no.: P750A S034 BVP116 AM,
work,ms0039_s56_04.tif,row:39,,,"Pacific Avenue: view of lower Pacific Avenue from Cathcart Street towards Beach Hill, prior to Garden Mall extension",,Pacific Avenue and Cathcart Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s56_04.tif,,,,,,,,MS39.S56.04,35mm slide call no.: P750A S034 BVP116 LB,
work,ms0039_s56_05.tif,row:39,,,"Pacific Avenue: view with Christmas garlands, from Walnut Street to Soquel Avenue",,Pacific Avenue and Walnut Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85021898; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s56_05.tif,,,,,,,,MS39.S56.05,35mm slide call no.: P750A S034 BVP116 AG,
work,ms0039_m21_01.tif,row:39,,,Pacific Garden Mall: concept drawing,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969-1970,1969; 1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Perspective drawings; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m21_01.tif,,,,,,,,MS39.M21.01,35mm slide call no.: P750A S034 B P117 VD,
work,ms0039_m21_02.tif,row:39,,,Pacific Garden Mall: concept drawing,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969-1970,1969; 1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Perspective drawings; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m21_02.tif,,,,,,,,MS39.M21.02,35mm slide call no.: P750A S034 B P117 VC,
work,ms0039_m21_06.tif,row:39,,,"Pacific Garden Mall: view between Lincoln and Walnut Streets, across mall with flowers in bloom","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Lincoln Street and Walnut Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1973,1973,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m21_06.tif,,,,,,,,MS39.M21.06,35mm slide call no.: P750A S034 B P117 FC,
work,ms0039_m21_09.tif,row:39,,,Pacific Garden Mall: central structures between Church and Locust Streets,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Church Street and Locust Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m21_09.tif,,,,,,,,MS39.M21.09,35mm slide call no.: P750A S034 B P117 CJ,
work,ms0039_m21_10.tif,row:39,,,"Trust Building (demolished after the 1989 earthquake), Pacific and Soquel Avenues: exterior","The building, designed by architect Edward Van Cleeck, was built ca. 1910.",Pacific Avenue and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Van Cleeck, Edward L.",1969,1969,info:lc/authorities/subjects/sh85028921; http://vocab.getty.edu/aat/300018146; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m21_10.tif,,,,,,,,MS39.M21.10,35mm slide call no.: P750A S034 CBT873 AE,
work,ms0039_m22_01.tif,row:39,,,"Pacific Garden Mall: view between Locust and Mission Streets, with Odyssey Records and McHugh-Bianchi Building, 1549-1553 Pacific Avenue","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m22_01.tif,,,,,,,,MS39.M22.01,35mm slide call no.: P750A S034 B P117 CV,
work,ms0039_m22_02.tif,row:39,,,"Hotaling Building (later McHugh-Bianchi Market), 1553 Pacific Avenue (demolished in 1974): exterior","The McHugh-Bianchi Building, by LeBaron R. Olive, was built in 1886-1887.",1553 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Olive, LeBaron R., 1850-1942",1971,1971,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m22_02.tif,,,,,,,,MS39.M22.02,35mm slide call no.: N750A S034 CFH832 BD,
work,ms0039_m22_03.tif,row:39,,,Pacific Garden Mall: view from Water Street toward Cooper Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Water Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m22_03.tif,,,,,,,,MS39.M22.03,35mm slide call no.: P750A S034 B P117 CC,
work,ms0039_m22_06.tif,row:39,,,"Drennan Building, 1531 Pacific Avenue: exterior, when it was Santa Cruz Appliance",The building was built ca. 1910.,1531 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1970,1970,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85094201; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m22_06.tif,,,,,,,,MS39.M22.06,35mm slide call no.: N750A S034 COD772 AC,
work,ms0039_m22_08.tif,row:39,,,"Pacific Garden Mall: construction view, paving","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Construction views; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m22_08.tif,,,,,,,,MS39.M22.08,35mm slide call no.: P750A S034 B P117 TE,
work,ms0039_m23_02.tif,row:39,,,"Bank of America, 1134 Pacific Avenue: exterior","The Bank of America building, designed by architect Harry A. Minton, was built in 1929.",1134 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Minton, Harry A.",1970,1970,info:lc/authorities/subjects/sh85011556; http://vocab.getty.edu/aat/300021426; info:lc/authorities/subjects/sh85028921; http://vocab.getty.edu/aat/300264736; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m23_02.tif,,,,,,,,MS39.M23.02,35mm slide call no.: P750A S034 CBB218 AB,
work,ms0039_m23_05.tif,row:39,,,"Pacific Garden Mall: view between Walnut Street and Church Street, with bakery and Ford's awning","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m23_05.tif,,,,,,,,MS39.M23.05,35mm slide call no.: P750A S034 B P117 DH,
work,ms0039_m24_05.tif,row:39,,,"Pacific Garden Mall: view between Locust and Mission Streets, with facade of Penniman Title Company","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m24_05.tif,,,,,,,,MS39.M24.05,35mm slide call no.: P750A S034 B P117 CQ,
work,ms0039_m24_06.tif,row:39,,,"Pacific Garden Mall: view between Locust and Mission Streets, with facade of Alexander's Jewelry","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m24_06.tif,,,,,,,,MS39.M24.06,35mm slide call no.: P750A S034 B P117 CP,
work,ms0039_m24_07.tif,row:39,,,Pacific Garden Mall: view between Cathcart Street and Soquel Avenue,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Cathcart Street and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m24_07.tif,,,,,,,,MS39.M24.07,35mm slide call no.: P750A S034 B P117 CN,
work,ms0039_m25_01.tif,row:39,,,Pacific Garden Mall: view from Water Street toward Cooper Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Water Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_01.tif,,,,,,,,MS39.M25.01,35mm slide call no.: P750A S034 B P117 CE,
work,ms0039_m25_03.tif,row:39,,,Pacific Garden Mall: view from Cooper Street toward Locust Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_03.tif,,,,,,,,MS39.M25.03,35mm slide call no.: P750A S034 B P117 CH,
work,ms0039_m25_06.tif,row:39,,,Pacific Garden Mall: view between Walnut Avenue and Church Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_06.tif,,,,,,,,MS39.M25.06,35mm slide call no.: P750A S034 B P117 CM,
