workType,parent,filename,extent,masterFilename,collectionCallNumber,title,creator,description,dateCreatedDisplay,dateCreated,subjectTopic,subjectName,subjectPlace,resourceType,physicalFormat,physicalDescription,staffNote,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,boxFolder,accessionNumber
work,row:2,ms0002_pho_0183.tif,,ms0002_pho_0183.tif,,"Cowell Ranch cooperage, detail",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 13 1/2 in,"Note on verso: """"neg #122."""" This image is duplicated in ms0002_pho_0039, ms0002_pho_0158, ms0002_pho_0159, ms0002_pho_0200, ms0002_pho_0458, and ms0002_pho_0303. UCRCMP #1987.0027.4.UCSC.1",,,,,,,Box 3,ms0002_pho_0183
work,row:2,ms0002_pho_0080.tif,,ms0002_pho_0080.tif,,Cowell Ranch lime kiln ruins,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 9 in,"Note on verso: """"4 - UCSC - 29"""". This image is duplicated in ms0002_pho_0402. UCR CMP #1987.0027.4.UCSC.29",,,,,,,Box 1,ms0002_pho_0080
work,row:2,ms0002_pho_0143.tif,,ms0002_pho_0143.tif,,Cowell Ranch lime kiln ruins,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,"Note on verso: """"4-UCSC-30"""". This image is duplicated in ms0002_pho_0408. UCR CMP #1987.0027.4.UCSC.30",,,,,,,Box 1,ms0002_pho_0143
work,row:2,ms0002_pho_0144.tif,,ms0002_pho_0144.tif,,Cowell Ranch lime kiln ruins,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 9 1/4 in,"Note on verso: """"4-UCSC-31"""". UCR CMP #1987.0027.4.UCSC.31",,,,,,,Box 1,ms0002_pho_0144
work,row:2,ms0002_pho_0147.tif,,ms0002_pho_0147.tif,,Cowell Ranch quarry with redwood,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,"Note on verso: """"Neg #126 """"non Santa Cruz."""" This image is duplicated in ms0002_pho_0021, ms0002_pho_0033, ms0002_pho_0155, ms0002_pho_0239, ms0002_pho_0356, ms0002_pho_0362, ms0002_pho_0411, ms0002_pho_0461. UCR CMP #1987.0027.4.UCSC.33",,,,,,,Box 1,ms0002_pho_0147
work,row:2,ms0002_pho_0420.tif,,ms0002_pho_0420.tif,,Cowell Ranch quarry,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 1/4 x 19 1/4 in,UCR CMP #1987.0027.4.UCSC.351987.0027.4.UCSC.35,,,,,,,Box 5,ms0002_pho_0420
work,row:2,ms0002_pho_0188.tif,,ms0002_pho_0188.tif,,Cowell Ranch quarry,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 13 1/2 in,"This image is duplicated in ms0002_pho_0190, ms0002_pho_0217, ms0002_pho_0242, ms0002_pho_0243, ms0002_pho_0251, ms0002_pho_0426, and ms0002_pho_0449. UCR CMP #1987.0027.4.UCSC.36",,,,,,,Box 3,ms0002_pho_0188
work,row:2,ms0002_pho_0168.tif,,ms0002_pho_0168.tif,,Cowell Ranch quarry,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/2 x 9 1/2 in,"This image is duplicated in ms0002_pho_0174  ms0002_pho_0444, and ms0002_pho_0450. UCR CMP #1987.0027.4.UCSC.34",,,,,,,Box 3,ms0002_pho_0168
work,row:2,ms0002_pho_0307.tif,,ms0002_pho_0307.tif,,Cowell Ranch wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 x 16 1/2 in,"This image is duplicated in ms0002_pho_0009, ms0002_pho_0374, and ms0002_pho_0428.",,,,,,,Box 6,ms0002_pho_0307
work,row:2,ms0002_pho_0389.tif,,ms0002_pho_0389.tif,,Cowell Ranch wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,14 x 14 in,"Note on verso: """"6-UCSC-16-6"""".",,,,,,,Box 2,ms0002_pho_0389
work,row:2,ms0002_pho_0218.tif,,ms0002_pho_0218.tif,,Cypress tree with fence and Cowell Ranch barn,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2 in,"Note on verso: """"4-CAL-394."""" This image is duplicated in ms0002_pho_0022, ms0002_pho_0225, ms0002_pho_0231, ms0002_pho_0237, ms0002_pho_0347, and ms0002_pho_0439. UCR CMP #1987.0027.4.UCSC.7",,,,,,,Box 3,ms0002_pho_0218
work,row:2,ms0002_pho_0068.tif,,ms0002_pho_0068.tif,,Cypress tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,6 1/2 x 6 1/2 in,"Note on verso: """"4-UCSC-20"""". This image is duplicated in ms0002_pho_0076, ms0002_pho_0077, and ms0002_pho_0202. UCRCMP #1987.0027.4.UCSC.20",,,,,,,Box 1,ms0002_pho_0068
work,row:2,ms0002_pho_0071.tif,,ms0002_pho_0071.tif,,Cypress tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 9 1/2 in,"Note on verso: """"4 - UCSC - 22"""". This image is duplicated in ms0002_pho_0079 and ms0002_pho_0382. UCRCMP #1987.0027.4.UCSC.22",,,,,,,Box 1,ms0002_pho_0071
work,row:2,ms0002_pho_0142.tif,,ms0002_pho_0142.tif,,"Cypress tree, detail of bark",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,"Note on verso: """"4-UCSC-39"""". This image is duplicated in ms0002_pho_0148 and ms0002_pho_0409. UCR CMP #1987.0027.4.UCSC.39",,,,,,,Box 1,ms0002_pho_0142
work,row:2,ms0002_pho_0140.tif,,ms0002_pho_0140.tif,,"Cypress tree, detail of bark",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/2 x 9 1/2 in,"Note on verso: """"4-UCSC-40"""". This image is duplicated in ms0002_pho_0407.",,,,,,,Box 1,ms0002_pho_0140
work,row:2,ms0002_pho_0221.tif,,ms0002_pho_0221.tif,,Dean McHenry in redwoods at Hahn Student Services,http://id.loc.gov/authorities/names/n79056359,,1965-1968,1965; 1966; 1967; 1968,,http://id.loc.gov/authorities/names/n50007243,http://www.geonames.org/11903363/hahn-student-services.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2  in,"This image is duplicated in ms0002_pho_0150, ms0002_pho_0244, ms0002_pho_0280, ms0002_pho_0414, and ms002_pho_0453. UCR CMP #This image is duplicated in ms0002_pho_0005, ms0002_pho_0257, ms0002_pho_0312, ms0002_pho_0358, and ms0002_pho_0457. UCR CMP #1987.0027.6.UCSC.10.11",,,,,,,Box 3,ms0002_pho_0221
work,row:2,ms0002_pho_0059.tif,,ms0002_pho_0059.tif,,"Dean McHenry speaking at the first faculty and staff luncheon on campus, at the East Field House",http://id.loc.gov/authorities/names/n79056359,,1965,1965,,http://id.loc.gov/authorities/names/n50007243,http://www.geonames.org/11903395/east-field-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300192703,6 x 4 in,"This image is duplicated in ms0002_pho_0060, ms0002_pho_0379.",,,,,,,Box 1,ms0002_pho_0059
work,row:2,ms0002_pho_0072.tif,,ms0002_pho_0072.tif,,"Dean McHenry speaking at an outdoor location, with UC President Clark Kerr",http://id.loc.gov/authorities/names/n79056359,,1965,1965,,http://id.loc.gov/authorities/names/n50007243; http://id.loc.gov/authorities/names/n78093730,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 1/2 x 7 1/2 in,,,,,,,,Box 1,ms0002_pho_0072
work,row:2,ms0002_pho_0058.tif,,ms0002_pho_0058.tif,,"Dean McHenry speaking at the first faculty and staff luncheon on campus, at the East Field House",http://id.loc.gov/authorities/names/n79056359,,1965,1965,,http://id.loc.gov/authorities/names/n50007243,http://www.geonames.org/11903395/east-field-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 1/2 x 6 1/2 in,,,,,,,,Box 1,ms0002_pho_0058
work,row:2,ms0002_pho_0396.tif,,ms0002_pho_0396.tif,,"Dean McHenry speaking at the first faculty and staff luncheon on campus, at the East Field House",http://id.loc.gov/authorities/names/n79056359,,1965,1965,,http://id.loc.gov/authorities/names/n50007243,http://www.geonames.org/11903395/east-field-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/2 x 9 1/2 in,,,,,,,,Box 2,ms0002_pho_0396
work,row:2,ms0002_pho_0085.tif,,ms0002_pho_0085.tif,,"McHenry Library, courtyard elevation",http://id.loc.gov/authorities/names/n79056359,,1966-1968,1966; 1967; 1968,,http://id.loc.gov/authorities/names/n79028220,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 x 9 in,"This image is duplicated in ms0002_pho_0137, ms0002_pho_0292, ms0002_pho_0293, and ms0002_pho_0294.UCRMP #    1987.0027.3.UCSC.1",,,,,,,Box 1,ms0002_pho_0085
work,row:2,ms0002_pho_0479.tif,,ms0002_pho_0479.tif,,Mr. Cardiff of the Cowell Ranch,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85105182,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 1/2 x 12 in,,,,,,,,Box 6,ms0002_pho_0479
work,row:2,ms0002_pho_0088.tif,,ms0002_pho_0088.tif,,Oak tree silhouette,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 1/4 in,"Note on verso: """"6-UCSC-14-2."""" This image is duplicated in ms0002_pho_0026, ms0002_pho_0089, ms0002_pho_0265, ms0002_pho_0325,  ms0002_pho_0336, ms0002_pho_0373, and ms0002_pho_0469.",,,,,,,Box 1,ms0002_pho_0088
work,row:2,ms0002_pho_0337.tif,,ms0002_pho_0337.tif,,Oak tree silhouette,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 1/2 x 16 in,This image is duplicated in ms0002_pho_0017 and ms0002_pho_0351.,,,,,,,Box 6,ms0002_pho_0337
work,row:2,ms0002_pho_0097.tif,,ms0002_pho_0097.tif,,Oak tree silhouette,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 1/4 in,"Note on verso: """"6-UCSC-2-1."""" This image is duplicated in ms0002_pho_0029, ms0002_pho_0106, ms0002_pho_0107, ms0002_pho_0344, ms0002_pho_0352, ms0002_pho_0436, and ms0002_pho_0472. UCR CMP #1987.0027.6.UCSC.2.11",,,,,,,Box 1,ms0002_pho_0097
work,row:2,ms0002_pho_0095.tif,,ms0002_pho_0095.tif,,Oak tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 x 7 1/8 in,"Note on verso: """"6-UCSC-4-1"""". This image is duplicated in ms0002_pho_0096 and ms0002_pho_0405. UCR CMP #1987.0027.6.UCSC.17.1",,,,,,,Box 1,ms0002_pho_0095
work,row:2,ms0002_pho_0069.tif,,ms0002_pho_0069.tif,,Oak tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/2 x 9 1/2 in,"Note on verso: """"4 - UCSC - 42"""". This image is duplicated in ms0002_pho_0070 and ms0002_pho_0384.",,,,,,,Box 1,ms0002_pho_0069
work,row:2,ms0002_pho_0105.tif,,ms0002_pho_0105.tif,,Redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 9 1/8  in,"Note on verso: """"6-UCSC-4-3"""". UCR CMP #1987.0027.6.UCSC.17.3",,,,,,,Box 1,ms0002_pho_0105
work,row:2,ms0002_pho_0339.tif,,ms0002_pho_0339.tif,,Redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 3/4 x 16 1/2 in,"This image is duplicated in ms0002_pho_0004, ms0002_pho_0364, and ms0002_pho_0460.",,,,,,,Box 6,ms0002_pho_0339
work,row:2,ms0002_pho_0316.tif,,ms0002_pho_0316.tif,,Redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 1/4 x 16 1/4 in,This image is duplicated in ms0002_pho_0018 and ms0002_pho_0367.,,,,,,,Box 6,ms0002_pho_0316
work,row:2,ms0002_pho_0064.tif,,ms0002_pho_0064.tif,,Redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,6 1/2 x 8 1/2 in,"This image is duplicated in ms0002_pho_0073, ms0002_pho_0078, ms0002_pho_0199, ms0002_pho_0385, and ms0002_pho_0386. UCR CMP #1987.0027.4.UCSC.27",,,,,,,Box 1,ms0002_pho_0064
work,row:2,ms0002_pho_0118.tif,,ms0002_pho_0118.tif,,"Dean McHenry speaking at the first faculty and staff luncheon on campus, at the East Field House",http://id.loc.gov/authorities/names/n79056359,,1965,1965,,http://id.loc.gov/authorities/names/n50007243,http://www.geonames.org/11903395/east-field-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 3/4 x 7 1/4,"Same location of ms0002_pho_0116\; see photo for identifying information. This image is duplicated in ms0002_pho_0119, ms0002_pho_0122, and ms0002_pho_0394. Similar to UCRCMP #1987.0027.M.UCSC.13.27",,,,,,,Box 1,ms0002_pho_0118
