filename,collectionCallNumber,collection,series,accessionNumber,boxFolder,title,titleAlternative,subSeries,description,dateCreated,datePublished,creator,physicalDescription,physicalFormat,subjectPlace,subjectName,subjectTopic,resourceType,publisher,publisherHomepage,donorProvenance,rightsStatement,rightsHolder,accessRights,theme,masterFilename
ms0020_neg_bv_56-180.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-180,"Box 448, Folder 56-180","Putah Creek as it runs through the valley. The creek has been dammed 15 miles from this spot by the Monticello Dam. This valley became Lake Berryessa, from Berryessa Valley The Last Year",,Putah Creek,,1956,1960,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-180.tif
ms0020_neg_bv_56-183.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-183,"Box 448, Folder 56-183",Untitled,,Ryan home,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-183.tif
ms0020_neg_bv_56-184.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-184,"Box 448, Folder 56-184",Untitled,,View of Clark home #1,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-184.tif
ms0020_neg_bv_56-185.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-185,"Box 448, Folder 56-185",Untitled,,Clark home #2,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-185.tif
ms0020_neg_bv_56-186.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-186,"Box 448, Folder 56-186",Untitled,,"Monticello, Main street #1",Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5374510,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-186.tif
ms0020_neg_bv_56-187.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-187,"Box 448, Folder 56-187",Untitled,,"Monticello,Main street #2",Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5374510,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-187.tif
ms0020_neg_bv_56-189.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-189,"Box 448, Folder 56-189",Untitled,,Oak Tree #1,,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-189.tif
ms0020_neg_bv_56-190.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-190,"Box 448, Folder 56-190",Untitled,,Oak Tree #4,,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-190.tif
ms0020_neg_bv_56-191.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-191,"Box 448, Folder 56-191",Untitled,,Oak tree and dirt road #1,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-191.tif
ms0020_neg_bv_56-192.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-192,"Box 448, Folder 56-192","Monticello cemetery, from Death of a Valley",,Monticello cemetery,,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-192.tif
ms0020_neg_bv_56-193.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-193,"Box 448, Folder 56-193",Untitled,,Monticello cemetery,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-193.tif
ms0020_neg_bv_56-194.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-194,"Box 448, Folder 56-194","Oak tree and dirt road, Berryessa Valley",,Oak tree and dirt road,,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-194.tif
ms0020_neg_bv_56-195.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-195,"Box 448, Folder 56-195",Untitled,,The valley in the spring,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-195.tif
ms0020_neg_bv_56-196.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-196,"Box 448, Folder 56-196",Untitled,,Oak tree #2,,1956,1956,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-196.tif
ms0020_neg_bv_56-197.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-197,"Box 448, Folder 56-197","California oak trees on the Knowles ranch, from Berryessa Valley The Last Year",,California oak trees on the Knowles Ranch,,1956,1960,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-197.tif
ms0020_neg_bv_56-198.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-198,"Box 448, Folder 56-198","McGinnis home, Monticello, from Berryessa Valley The Last Year",,McGinnis home,,1956,1972,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-198.tif
ms0020_neg_bv_56-199.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-199,"Box 448, Folder 56-199","Trees and hills in fog, Berryessa Valley",,Row of walnut trees in the spring,,1956,1972,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-199.tif
ms0020_neg_bv_56-201.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-201,"Box 448, Folder 56-201","McKenzie home in Monticello, from Death of a Valley",,McKenzie home,,1956,1960,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-201.tif
ms0020_neg_bv_56-203.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-203,"Box 448, Folder 56-203",Untitled,,Town with home and barn in foreground,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5374510,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-203.tif
ms0020_neg_bv_56-204.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-204,"Box 448, Folder 56-204",Untitled,,"View of hillside, trees, and home",Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-204.tif
ms0020_neg_bv_56-205.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-205,"Box 448, Folder 56-205",Untitled,,Oak trees and grape vines,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-205.tif
ms0020_neg_bv_56-206.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-206,"Box 448, Folder 56-206",Barn,,Barn frame,,1956,1956,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-206.tif
ms0020_neg_bv_56-207.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-207,"Box 448, Folder 56-207","Oak Grove School, from Berryessa Valley The Last Year",,Oak Grove School,,1956,1972,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-207.tif
ms0020_neg_bv_56-209.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-209,"Box 448, Folder 56-209",Berryessa reservoir #1,,Lake Berryessa,,1956,1956,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-209.tif
ms0020_neg_bv_56-211.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-211,"Box 448, Folder 56-211","Monticello Dam (close-up), Berryessa Valley",,"Monticello Dam, (close-up)",,1956,1956,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-211.tif
ms0020_neg_bv_56-212.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-212,"Box 448, Folder 56-212",Untitled,,Lake Berryessa,Unprinted/unpublished,1956,,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-212.tif
ms0020_neg_bv_56-214.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,Berryessa Valley,ms0020_neg_bv_56-214,"Box 448, Folder 56-214","McKenzie family, near oak trees #1, Berryessa Valley",,McKenzie family,,1956,1956,http://id.loc.gov/authorities/names/n90650175,5 x 7 in,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5364444,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_bv_56-214.tif
